dataset,tda_mean_positive_cache_size,tda_mean_negative_cache_size,tda_fallback_rate,tda_negative_gate_rate,tda_accuracy_when_negative_cache_active,tda_clip_conf_correct,tda_clip_conf_wrong,freetta_mean_em_weight,freetta_mean_mu_update_norm,freetta_final_mu_drift,freetta_weight_correct,freetta_weight_wrong,freetta_mu_update_correct,freetta_mu_update_wrong
eurosat,28.794691358024693,26.26222222222222,0.21728395061728395,0.4865432098765432,0.58051370708817,0.5554376600289999,0.37806712446948576,3.164106476981908e-05,2.617546175023574e-05,0.1868242770433426,3.164131976753279e-05,3.164064543469538e-05,2.6031219974403773e-05,2.6412662476603882e-05
