dataset,tda_mean_positive_cache_size,tda_mean_negative_cache_size,tda_fallback_rate,tda_negative_gate_rate,tda_accuracy_when_negative_cache_active,tda_clip_conf_correct,tda_clip_conf_wrong,freetta_mean_em_weight,freetta_mean_mu_update_norm,freetta_final_mu_drift,freetta_weight_correct,freetta_weight_wrong,freetta_mu_update_correct,freetta_mu_update_wrong
pets,74.85064050149904,66.98582720087217,0.0,0.11583537748705369,0.8862210095497953,0.8822120267801619,0.5742010144378356,0.696992931573259,0.0011750136992533064,1.2248831987380981,0.6969929410866704,0.696992854474496,0.0011946470423643309,0.0010159007994999425
