dataset,window,tda_break_even_vs_clip,freetta_break_even_vs_clip,freetta_break_even_vs_tda,tda_break_even_ratio,freetta_break_even_ratio,freetta_vs_tda_break_even_ratio
caltech,50,1374,1050,119,0.5574036511156186,0.4259634888438134,0.04827586206896552
