dataset,sample_index,stream_step,progress_ratio,rolling_clip_acc,rolling_tda_acc,rolling_freetta_acc,rolling_clip_confidence,rolling_tda_confidence,rolling_freetta_confidence,rolling_clip_entropy,rolling_tda_entropy,rolling_freetta_entropy,rolling_tda_vs_clip,rolling_freetta_vs_clip,rolling_freetta_vs_tda
caltech,0,0,0.00040567951318458417,1.0,1.0,1.0,0.010714368894696236,0.9563770890235901,0.010729133151471615,4.605029582977295,0.32344794273376465,4.6050238609313965,0.0,0.0,0.0
caltech,1,1,0.0008113590263691683,1.0,1.0,1.0,0.010638699866831303,0.9310392439365387,0.010652884375303984,4.605005741119385,0.4865608811378479,4.604998826980591,0.0,0.0,0.0
caltech,2,2,0.0012170385395537525,1.0,1.0,1.0,0.010663127526640892,0.9485040704409281,0.010677731595933437,4.605010350545247,0.3705054173866908,4.605003992716472,0.0,0.0,0.0
caltech,3,3,0.0016227180527383367,0.75,0.75,0.75,0.010620564222335815,0.8635533899068832,0.010633344762027264,4.605000019073486,0.7236250974237919,4.604993462562561,0.0,0.0,0.0
caltech,4,4,0.002028397565922921,0.8,0.8,0.8,0.010655090026557446,0.8898207545280457,0.010668325610458851,4.604999732971192,0.5876966767013073,4.604993152618408,0.0,0.0,0.0
caltech,5,5,0.002434077079107505,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.010657747741788626,0.8768229981263479,0.010671141557395458,4.604982058207194,0.6727069659779469,4.60497522354126,0.0,0.0,0.0
caltech,6,6,0.002839756592292089,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.01064814640475171,0.8729487231799534,0.010661507025361061,4.604987621307373,0.7191234438547066,4.604980945587158,0.0,0.0,0.0
caltech,7,7,0.0032454361054766734,0.875,0.875,0.875,0.010658911312930286,0.8772071823477745,0.01067236450035125,4.604984223842621,0.687585114967078,4.604977667331696,0.0,0.0,0.0
caltech,8,8,0.0036511156186612576,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.01066379083527459,0.874593628777398,0.010677284147176478,4.604983541700575,0.6966303251683712,4.604977077907986,0.0,0.0,0.0
caltech,9,9,0.004056795131845842,0.9,0.9,0.9,0.010653839074075222,0.8633360922336578,0.010667259711772204,4.604989719390869,0.7586939986795187,4.604983520507813,0.0,0.0,0.0
caltech,10,10,0.004462474645030426,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.01065785793418234,0.8689387982541864,0.010671291415664282,4.604991739446467,0.7353578098118305,4.60498571395874,0.0,0.0,0.0
caltech,11,11,0.00486815415821501,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.010669882486884793,0.8792230486869812,0.01068339729681611,4.6049885749816895,0.6800336735323071,4.604982495307922,0.0,0.0,0.0
caltech,12,12,0.005273833671399594,0.8461538461538461,0.8461538461538461,0.9230769230769231,0.010650702823813144,0.8459882827905508,0.010663755452976776,4.604987657987154,0.7967314808987654,4.604981569143442,0.0,0.07692307692307698,0.07692307692307698
caltech,13,13,0.005679513184584178,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.010651931632310152,0.8502693218844277,0.010664995427110366,4.60498629297529,0.7863153897758041,4.604980196271624,0.0,0.07142857142857151,0.07142857142857151
caltech,14,14,0.006085192697768763,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.01065995382765929,0.8599411010742187,0.010673064241806666,4.6049859364827475,0.7369504156212012,4.604979864756266,0.0,0.06666666666666665,0.06666666666666665
caltech,15,15,0.006490872210953347,0.875,0.875,0.9375,0.01065849227597937,0.856724463403225,0.010671598371118307,4.604987949132919,0.7542200780007988,4.604981988668442,0.0,0.0625,0.0625
caltech,16,16,0.006896551724137931,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.010651537984171334,0.8522345809375539,0.010664614848792553,4.604992249432732,0.7853543567745125,4.6049864432391,0.0,0.05882352941176472,0.05882352941176472
caltech,17,17,0.007302231237322515,0.8333333333333334,0.8333333333333334,0.8888888888888888,0.01064217338959376,0.8397017551792992,0.010655004013743665,4.604994508955214,0.83236299144725,4.6049888134002686,0.0,0.05555555555555547,0.05555555555555547
caltech,18,18,0.007707910750507099,0.8421052631578947,0.8421052631578947,0.8947368421052632,0.010646730318273368,0.8453263640403748,0.010659588255772465,4.604996053796065,0.8071184975928382,4.604990407040245,0.0,0.052631578947368474,0.052631578947368474
caltech,19,19,0.008113590263691683,0.85,0.85,0.9,0.010645537916570903,0.8482297629117965,0.0106583999004215,4.604996180534362,0.801043844409287,4.604990601539612,0.0,0.050000000000000044,0.050000000000000044
caltech,20,20,0.008519269776876268,0.8571428571428571,0.8571428571428571,0.9047619047619048,0.01064836961172876,0.853772120816367,0.010661251089047818,4.604996204376221,0.7756088874524548,4.604990663982573,0.0,0.04761904761904767,0.04761904761904767
caltech,21,21,0.008924949290060852,0.8636363636363636,0.8636363636363636,0.9090909090909091,0.010660786816680973,0.860240949825807,0.010673719500614838,4.604993169957941,0.7420371696352959,4.604987599632957,0.0,0.045454545454545414,0.045454545454545414
caltech,22,22,0.009330628803245436,0.8695652173913043,0.8695652173913043,0.9130434782608695,0.010661372267033743,0.861484838568646,0.010674312184362308,4.604992223822552,0.7406343694614328,4.604986646901006,0.0,0.04347826086956519,0.04347826086956519
caltech,23,23,0.00973630831643002,0.875,0.875,0.9166666666666666,0.01067637299032261,0.867222286760807,0.010689374369879564,4.60498829682668,0.7101370904128999,4.604982674121857,0.0,0.04166666666666663,0.04166666666666663
caltech,24,24,0.010141987829614604,0.88,0.88,0.92,0.01067472092807293,0.8672470736503601,0.01068771693855524,4.604988517761231,0.7125352848321199,4.604982891082764,0.0,0.040000000000000036,0.040000000000000036
caltech,25,25,0.010547667342799188,0.8461538461538461,0.8461538461538461,0.8846153846153846,0.010669640372865476,0.8611333530682784,0.010682039715063114,4.604991766122671,0.7326171524965992,4.604986282495352,0.0,0.038461538461538436,0.038461538461538436
caltech,26,26,0.010953346855983773,0.8518518518518519,0.8518518518518519,0.8888888888888888,0.01067162819068741,0.8624290735633285,0.010684060657189952,4.604989175443296,0.7286719713636018,4.604983665325023,0.0,0.03703703703703698,0.03703703703703698
caltech,27,27,0.011359026369168357,0.8571428571428571,0.8571428571428571,0.8928571428571429,0.010675373786528195,0.8629332163504192,0.010687841534880655,4.60498981816428,0.7208175372465381,4.604984334536961,0.0,0.03571428571428581,0.03571428571428581
caltech,28,28,0.011764705882352941,0.8620689655172413,0.8620689655172413,0.896551724137931,0.010670733991368064,0.8597653302653082,0.010683207676328462,4.604992718532167,0.7446227207908342,4.604987325339482,0.0,0.034482758620689724,0.034482758620689724
caltech,29,29,0.012170385395537525,0.8666666666666667,0.8666666666666667,0.9,0.010676884154478709,0.8643891175587972,0.010689399453500907,4.604991817474366,0.720341361189882,4.6049864292144775,0.0,0.033333333333333326,0.033333333333333326
caltech,30,30,0.01257606490872211,0.8709677419354839,0.8709677419354839,0.9032258064516129,0.010671334521424386,0.8487419716773494,0.010683850204992679,4.604990590003229,0.7697569368587386,4.60498519097605,0.0,0.032258064516129004,0.032258064516129004
caltech,31,31,0.012981744421906694,0.875,0.875,0.90625,0.010666325775673613,0.8389423061162233,0.010678841412300244,4.604990616440773,0.8150587870040908,4.604985222220421,0.0,0.03125,0.03125
caltech,32,32,0.013387423935091278,0.8787878787878788,0.8787878787878788,0.9090909090909091,0.010666500494787188,0.8414013584454855,0.010679031835135185,4.604991566051137,0.8072546671963099,4.60498621969512,0.0,0.030303030303030276,0.030303030303030276
caltech,33,33,0.013793103448275862,0.8823529411764706,0.8823529411764706,0.9117647058823529,0.010665786808685344,0.8413598099175621,0.010678331915508299,4.604991604300106,0.8133886444437153,4.604986302992877,0.0,0.02941176470588236,0.02941176470588236
caltech,34,34,0.014198782961460446,0.8857142857142857,0.8857142857142857,0.9142857142857143,0.010665994297180856,0.8431443418775286,0.010678553155490331,4.604991272517613,0.8069776165698256,4.604985972813197,0.0,0.02857142857142858,0.02857142857142858
caltech,35,35,0.01460446247464503,0.8888888888888888,0.8888888888888888,0.9166666666666666,0.010660564216474691,0.8320827136437098,0.010673121109397875,4.604991753896077,0.8494096900232964,4.604986482196384,0.0,0.02777777777777779,0.02777777777777779
caltech,36,36,0.015010141987829614,0.8918918918918919,0.8918918918918919,0.918918918918919,0.010658301236863071,0.825174947042723,0.010670862815065964,4.6049919772792505,0.86988855747355,4.60498673207051,0.0,0.027027027027027084,0.027027027027027084
caltech,37,37,0.015415821501014199,0.8947368421052632,0.8947368421052632,0.9210526315789473,0.010658533729024623,0.822403294475455,0.010671107833714862,4.60498927768908,0.8792473082675746,4.604984007383647,0.0,0.02631578947368418,0.02631578947368418
caltech,38,38,0.015821501014198783,0.8974358974358975,0.8974358974358975,0.9230769230769231,0.010656276502861427,0.8207140901149848,0.01066885508883458,4.604990274478228,0.8955302518338729,4.604985029269487,0.0,0.02564102564102566,0.02564102564102566
caltech,39,39,0.016227180527383367,0.9,0.9,0.925,0.010657624178566038,0.8230286553502083,0.010670215520076454,4.604991006851196,0.8877405454404652,4.604985773563385,0.0,0.025000000000000022,0.025000000000000022
caltech,40,40,0.01663286004056795,0.9024390243902439,0.9024390243902439,0.926829268292683,0.01065290910078258,0.8136737426606621,0.010665495175777412,4.604990866126084,0.9286201048369814,4.6049856325475185,0.0,0.024390243902439046,0.024390243902439046
caltech,41,41,0.017038539553752535,0.9047619047619048,0.9047619047619048,0.9285714285714286,0.010650384794211104,0.8080407090130306,0.010662972794047423,4.604992173966908,0.9485775052259365,4.604986985524495,0.0,0.023809523809523836,0.023809523809523836
caltech,42,42,0.01744421906693712,0.9069767441860465,0.9069767441860465,0.9302325581395349,0.010656471017661482,0.812407314084297,0.010669083464457545,4.6049906154011575,0.9272926911538424,4.60498539237089,0.0,0.023255813953488413,0.023255813953488413
caltech,43,43,0.017849898580121704,0.9090909090909091,0.9090909090909091,0.9318181818181818,0.010653594656932082,0.8086012175137346,0.01066620804538781,4.604991717772051,0.9509956353259358,4.604986515912143,0.0,0.022727272727272707,0.022727272727272707
caltech,44,44,0.018255578093306288,0.9111111111111111,0.9111111111111111,0.9333333333333333,0.010653482253352801,0.8082706100410886,0.010666102626257473,4.6049904505411785,0.9533543008069197,4.604985247717964,0.0,0.022222222222222254,0.022222222222222254
caltech,45,45,0.018661257606490872,0.9130434782608695,0.9130434782608695,0.9347826086956522,0.010650997697983099,0.804965346403744,0.010663618637329859,4.604991363442463,0.9718816077093715,4.604986159697823,0.0,0.021739130434782705,0.021739130434782705
caltech,46,46,0.019066937119675456,0.9148936170212766,0.9148936170212766,0.9361702127659575,0.010649264373994887,0.8006162269318358,0.010661887222940617,4.604992338951598,0.9826460142243416,4.604987195197572,0.0,0.021276595744680882,0.021276595744680882
caltech,47,47,0.01947261663286004,0.9166666666666666,0.9166666666666666,0.9375,0.010645533116379132,0.7973000587274631,0.0106581513537094,4.6049938797950745,0.9984181999073675,4.604988753795624,0.0,0.02083333333333337,0.02083333333333337
caltech,48,48,0.019878296146044624,0.9183673469387755,0.9183673469387755,0.9387755102040817,0.010645304160306648,0.7970440929033318,0.010657927933700231,4.604993362816012,1.0023461219151408,4.604988234383719,0.0,0.020408163265306145,0.020408163265306145
caltech,49,49,0.02028397565922921,0.92,0.92,0.94,0.010644093882292508,0.7931105929613114,0.010656720884144306,4.604993057250977,1.0168955949693919,4.604987916946411,0.0,0.019999999999999907,0.019999999999999907
caltech,50,50,0.020689655172413793,0.92,0.92,0.94,0.010641309786587954,0.788265716433525,0.010653896294534206,4.604993171691895,1.0390555576235057,4.604988059997559,0.0,0.019999999999999907,0.019999999999999907
caltech,51,51,0.021095334685598377,0.92,0.92,0.94,0.010644185338169337,0.7873306304216385,0.010656760521233082,4.604992971420288,1.042910430803895,4.604987916946411,0.0,0.019999999999999907,0.019999999999999907
caltech,52,52,0.02150101419878296,0.92,0.92,0.94,0.010640078485012054,0.7803954511880875,0.010652595721185208,4.604994497299194,1.0736658216267825,4.60498950958252,0.0,0.019999999999999907,0.019999999999999907
caltech,53,53,0.021906693711967545,0.94,0.94,0.96,0.010644425228238106,0.7841099148988724,0.010657057464122772,4.604994163513184,1.058903749063611,4.604989223480224,0.0,0.020000000000000018,0.020000000000000018
caltech,54,54,0.02231237322515213,0.94,0.94,0.96,0.010644365902990102,0.7839775949716568,0.010656960885971784,4.60499436378479,1.0600031511485577,4.60498948097229,0.0,0.020000000000000018,0.020000000000000018
caltech,55,55,0.022718052738336714,0.94,0.94,0.96,0.010646550506353379,0.7855088871717453,0.010659127607941627,4.604995679855347,1.0512814657390117,4.604990844726562,0.0,0.020000000000000018,0.020000000000000018
