dataset,tda_mean_positive_cache_size,tda_mean_negative_cache_size,tda_negative_gate_rate,tda_cache_pressure_ratio,freetta_mean_em_weight,freetta_mean_mu_update_norm,freetta_final_mu_drift,freetta_final_prior_entropy,freetta_final_sigma_trace,geometry_alignment_score,oracle_centroid_acc,oracle_1nn_acc
caltech,136.10872210953346,42.61663286004057,0.0,4.93,0.8256331471204659,0.0016855418929362879,1.1342723369598389,3.677393913269043,0.35659103393554686,0.05598376612150646,0.974442183971405,0.9184584178498986
