dataset,tda_mean_positive_cache_size,tda_mean_negative_cache_size,tda_fallback_rate,tda_negative_gate_rate,tda_accuracy_when_negative_cache_active,tda_clip_conf_correct,tda_clip_conf_wrong,freetta_mean_em_weight,freetta_mean_mu_update_norm,freetta_final_mu_drift,freetta_weight_correct,freetta_weight_wrong,freetta_mu_update_correct,freetta_mu_update_wrong
dtd,116.1,93.83829787234042,0.0601063829787234,0.4968085106382979,0.47393617021276596,0.5945871119564096,0.32411595061798065,0.0004528501889658497,0.0002964475909198456,0.42287519574165344,0.00045286491712417547,0.0004528364890567706,0.00029389500754120065,0.0002988219651919732
