dataset,samples,clip_acc,tda_acc,freetta_acc,tda_gain_vs_clip,freetta_gain_vs_clip,freetta_minus_tda,tda_final_positive_cache_size,tda_final_negative_cache_size,freetta_final_mu_drift,freetta_final_prior_entropy
dtd,1880,0.47074468085106386,0.47393617021276596,0.4819148936170213,0.0031914893617021275,0.011170212765957447,0.007978723404255317,137,129,0.42287519574165344,3.850104570388794
