dataset,window,tda_break_even_vs_clip,freetta_break_even_vs_clip,freetta_break_even_vs_tda,tda_break_even_ratio,freetta_break_even_ratio,freetta_vs_tda_break_even_ratio
eurosat,50,941,8,8,0.11617283950617284,0.0009876543209876543,0.0009876543209876543
