dataset,tda_mean_positive_cache_size,tda_mean_negative_cache_size,tda_negative_gate_rate,tda_cache_pressure_ratio,freetta_mean_em_weight,freetta_mean_mu_update_norm,freetta_final_mu_drift,freetta_final_prior_entropy,freetta_final_sigma_trace,geometry_alignment_score,oracle_centroid_acc,oracle_1nn_acc
eurosat,29.161604938271605,17.19098765432099,0.0,162.0,3.164723855472786e-05,2.6127818888692863e-05,0.1864013820886612,2.302640914916992,529.2477416992188,-0.11543209673445898,0.7825925946235657,0.8980246913580247
