dataset,tda_mean_positive_cache_size,tda_mean_negative_cache_size,tda_negative_gate_rate,tda_cache_pressure_ratio,freetta_mean_em_weight,freetta_mean_mu_update_norm,freetta_final_mu_drift,freetta_final_prior_entropy,freetta_final_sigma_trace,geometry_alignment_score,oracle_centroid_acc,oracle_1nn_acc
pets,76.06186971926955,49.632869991823384,0.0,19.832432432432434,0.650374455315957,0.0009891914996614333,1.1220039129257202,2.5880823135375977,0.3704642218512458,0.08040336022165173,0.9149631857872009,0.8345598255655492
