dataset,window,tda_break_even_vs_clip,freetta_break_even_vs_clip,freetta_break_even_vs_tda,tda_break_even_ratio,freetta_break_even_ratio,freetta_vs_tda_break_even_ratio
pets,50,229,5,5,0.062414826928318345,0.001362769146906514,0.001362769146906514
