dataset,tda_mean_positive_cache_size,tda_mean_negative_cache_size,tda_negative_gate_rate,tda_cache_pressure_ratio,freetta_mean_em_weight,freetta_mean_mu_update_norm,freetta_final_mu_drift,freetta_final_prior_entropy,freetta_final_sigma_trace,geometry_alignment_score,oracle_centroid_acc,oracle_1nn_acc
dtd,112.9,38.70585106382979,0.0,8.0,0.46472899513686355,0.0020680447047352764,1.1605278253555298,2.0832130908966064,0.3265364626620678,0.0957446651255831,0.7319148778915405,0.6361702127659574
