dataset,window,tda_break_even_vs_clip,freetta_break_even_vs_clip,freetta_break_even_vs_tda,tda_break_even_ratio,freetta_break_even_ratio,freetta_vs_tda_break_even_ratio
dtd,50,287,52,52,0.15265957446808512,0.027659574468085105,0.027659574468085105
