dataset,method,accuracy,ece,avg_confidence,avg_true_class_prob,avg_final_entropy,entropy_drop_correct,entropy_drop_wrong,beneficial_entropy_drop,harmful_entropy_drop,selective_entropy_gap,change_rate,beneficial_flips,harmful_flips,beneficial_precision,harmful_rate_on_clip_correct
dtd,tda,0.47393617021276596,0.12669325330235223,0.6006294235151182,0.3853632680451812,1.5361319751735711,0.5702574107113664,0.5548416799456032,0.36552280326222264,0.40183874400886327,0.015415730765763191,0.09787234042553192,43,37,0.23369565217391305,0.04180790960451977
dtd,freetta,0.4819148936170213,0.45939918315592915,0.02251571046109212,0.022282378413179454,3.8498937975853047,8.669910051964766e-05,7.531677183429318e-05,7.049415422522503e-05,7.043838500976562e-05,1.138232868535448e-05,0.10638297872340426,46,25,0.23,0.02824858757062147
