dataset,stream_step,progress_ratio,rolling_tda_vs_clip,rolling_freetta_vs_clip,rolling_freetta_vs_tda
caltech,0,0.00040567951318458417,0.0,0.0,0.0
caltech,1,0.0008113590263691683,0.0,0.0,0.0
caltech,2,0.0012170385395537525,0.0,0.0,0.0
caltech,3,0.0016227180527383367,0.0,0.0,0.0
caltech,4,0.002028397565922921,0.0,0.0,0.0
caltech,5,0.002434077079107505,0.0,0.0,0.0
caltech,6,0.002839756592292089,0.0,0.0,0.0
caltech,7,0.0032454361054766734,0.0,0.0,0.0
caltech,8,0.0036511156186612576,0.0,0.0,0.0
caltech,9,0.004056795131845842,0.0,0.0,0.0
caltech,10,0.004462474645030426,0.0,0.0,0.0
caltech,11,0.00486815415821501,0.0,0.0,0.0
caltech,12,0.005273833671399594,0.0,0.0,0.0
caltech,13,0.005679513184584178,0.0,0.0,0.0
caltech,14,0.006085192697768763,0.0,0.0,0.0
caltech,15,0.006490872210953347,0.0,0.0,0.0
caltech,16,0.006896551724137931,0.0,0.0,0.0
caltech,17,0.007302231237322515,0.0,0.0,0.0
caltech,18,0.007707910750507099,0.0,0.0,0.0
caltech,19,0.008113590263691683,0.0,0.0,0.0
caltech,20,0.008519269776876268,0.0,0.0,0.0
caltech,21,0.008924949290060852,0.0,0.0,0.0
caltech,22,0.009330628803245436,0.0,0.0,0.0
caltech,23,0.00973630831643002,0.0,0.0,0.0
caltech,24,0.010141987829614604,0.0,0.0,0.0
caltech,25,0.010547667342799188,0.0,0.0,0.0
caltech,26,0.010953346855983773,0.0,0.0,0.0
caltech,27,0.011359026369168357,0.0,0.0,0.0
caltech,28,0.011764705882352941,0.0,0.0,0.0
caltech,29,0.012170385395537525,0.0,0.0,0.0
caltech,30,0.01257606490872211,0.0,0.0,0.0
caltech,31,0.012981744421906694,0.0,0.0,0.0
caltech,32,0.013387423935091278,0.0,0.0,0.0
caltech,33,0.013793103448275862,0.0,0.0,0.0
caltech,34,0.014198782961460446,0.0,0.0,0.0
caltech,35,0.01460446247464503,0.0,0.0,0.0
caltech,36,0.015010141987829614,0.0,0.0,0.0
caltech,37,0.015415821501014199,0.0,0.0,0.0
caltech,38,0.015821501014198783,0.0,0.0,0.0
caltech,39,0.016227180527383367,0.0,0.0,0.0
caltech,40,0.01663286004056795,-0.024390243902439046,0.0,0.024390243902439046
caltech,41,0.017038539553752535,-0.023809523809523836,0.0,0.023809523809523836
caltech,42,0.01744421906693712,-0.023255813953488302,0.0,0.023255813953488302
caltech,43,0.017849898580121704,-0.022727272727272707,0.0,0.022727272727272707
caltech,44,0.018255578093306288,-0.022222222222222254,0.0,0.022222222222222254
caltech,45,0.018661257606490872,-0.021739130434782594,0.0,0.021739130434782594
caltech,46,0.019066937119675456,-0.04255319148936165,0.0,0.04255319148936165
caltech,47,0.01947261663286004,-0.04166666666666663,0.0,0.04166666666666663
caltech,48,0.019878296146044624,-0.04081632653061229,0.0,0.04081632653061229
caltech,49,0.02028397565922921,-0.040000000000000036,0.0,0.040000000000000036
caltech,50,0.020689655172413793,-0.040000000000000036,0.0,0.040000000000000036
caltech,51,0.021095334685598377,-0.040000000000000036,0.0,0.040000000000000036
caltech,52,0.02150101419878296,-0.040000000000000036,0.0,0.040000000000000036
caltech,53,0.021906693711967545,-0.039999999999999925,0.0,0.039999999999999925
caltech,54,0.02231237322515213,-0.039999999999999925,0.0,0.039999999999999925
caltech,55,0.022718052738336714,-0.039999999999999925,0.0,0.039999999999999925
caltech,56,0.023123732251521298,-0.039999999999999925,0.0,0.039999999999999925
caltech,57,0.023529411764705882,-0.05999999999999994,0.0,0.05999999999999994
caltech,58,0.023935091277890466,-0.05999999999999994,0.0,0.05999999999999994
caltech,59,0.02434077079107505,-0.05999999999999994,0.0,0.05999999999999994
caltech,60,0.024746450304259635,-0.05999999999999994,0.0,0.05999999999999994
caltech,61,0.02515212981744422,-0.05999999999999994,0.0,0.05999999999999994
caltech,62,0.025557809330628803,-0.05999999999999994,0.0,0.05999999999999994
caltech,63,0.025963488843813387,-0.05999999999999994,0.0,0.05999999999999994
caltech,64,0.02636916835699797,-0.05999999999999994,0.0,0.05999999999999994
caltech,65,0.026774847870182555,-0.05999999999999994,0.0,0.05999999999999994
caltech,66,0.02718052738336714,-0.05999999999999994,0.0,0.05999999999999994
caltech,67,0.027586206896551724,-0.05999999999999994,0.0,0.05999999999999994
caltech,68,0.027991886409736308,-0.05999999999999994,0.0,0.05999999999999994
caltech,69,0.028397565922920892,-0.05999999999999994,0.0,0.05999999999999994
caltech,70,0.028803245436105476,-0.05999999999999994,0.0,0.05999999999999994
caltech,71,0.02920892494929006,-0.05999999999999994,0.0,0.05999999999999994
caltech,72,0.029614604462474645,-0.05999999999999994,0.0,0.05999999999999994
caltech,73,0.03002028397565923,-0.05999999999999994,0.0,0.05999999999999994
caltech,74,0.030425963488843813,-0.05999999999999994,0.0,0.05999999999999994
caltech,75,0.030831643002028397,-0.05999999999999994,0.0,0.05999999999999994
caltech,76,0.03123732251521298,-0.05999999999999994,0.0,0.05999999999999994
caltech,77,0.031643002028397565,-0.05999999999999994,0.0,0.05999999999999994
caltech,78,0.03204868154158215,-0.07999999999999996,0.0,0.07999999999999996
caltech,79,0.032454361054766734,-0.07999999999999996,0.0,0.07999999999999996
caltech,80,0.03286004056795132,-0.07999999999999996,0.0,0.07999999999999996
caltech,81,0.0332657200811359,-0.07999999999999996,0.0,0.07999999999999996
caltech,82,0.033671399594320486,-0.07999999999999996,0.0,0.07999999999999996
caltech,83,0.03407707910750507,-0.07999999999999996,0.0,0.07999999999999996
caltech,84,0.034482758620689655,-0.07999999999999996,0.0,0.07999999999999996
caltech,85,0.03488843813387424,-0.07999999999999996,0.0,0.07999999999999996
caltech,86,0.03529411764705882,-0.07999999999999996,0.0,0.07999999999999996
caltech,87,0.03569979716024341,-0.07999999999999996,0.0,0.07999999999999996
caltech,88,0.03610547667342799,-0.07999999999999996,0.0,0.07999999999999996
caltech,89,0.036511156186612576,-0.07999999999999996,0.0,0.07999999999999996
caltech,90,0.03691683569979716,-0.05999999999999994,0.0,0.05999999999999994
caltech,91,0.037322515212981744,-0.05999999999999994,0.0,0.05999999999999994
caltech,92,0.03772819472616633,-0.05999999999999994,0.0,0.05999999999999994
caltech,93,0.03813387423935091,-0.05999999999999994,0.0,0.05999999999999994
caltech,94,0.038539553752535496,-0.05999999999999994,0.0,0.05999999999999994
caltech,95,0.03894523326572008,-0.07999999999999996,0.0,0.07999999999999996
caltech,96,0.039350912778904665,-0.05999999999999994,0.0,0.05999999999999994
caltech,97,0.03975659229208925,-0.05999999999999994,0.0,0.05999999999999994
caltech,98,0.04016227180527383,-0.05999999999999994,0.0,0.05999999999999994
caltech,99,0.04056795131845842,-0.05999999999999994,0.0,0.05999999999999994
caltech,100,0.040973630831643,-0.05999999999999994,0.0,0.05999999999999994
caltech,101,0.041379310344827586,-0.05999999999999994,0.0,0.05999999999999994
caltech,102,0.04178498985801217,-0.05999999999999994,0.0,0.05999999999999994
caltech,103,0.042190669371196754,-0.05999999999999994,0.0,0.05999999999999994
caltech,104,0.04259634888438134,-0.05999999999999994,0.0,0.05999999999999994
caltech,105,0.04300202839756592,-0.05999999999999994,0.0,0.05999999999999994
caltech,106,0.043407707910750506,-0.05999999999999994,0.0,0.05999999999999994
caltech,107,0.04381338742393509,-0.040000000000000036,0.0,0.040000000000000036
caltech,108,0.044219066937119675,-0.040000000000000036,0.0,0.040000000000000036
caltech,109,0.04462474645030426,-0.040000000000000036,0.0,0.040000000000000036
caltech,110,0.04503042596348884,-0.040000000000000036,0.0,0.040000000000000036
caltech,111,0.04543610547667343,-0.040000000000000036,0.0,0.040000000000000036
caltech,112,0.04584178498985801,-0.040000000000000036,0.0,0.040000000000000036
caltech,113,0.046247464503042596,-0.040000000000000036,0.0,0.040000000000000036
caltech,114,0.04665314401622718,-0.040000000000000036,0.0,0.040000000000000036
caltech,115,0.047058823529411764,-0.040000000000000036,0.0,0.040000000000000036
caltech,116,0.04746450304259635,-0.039999999999999925,0.0,0.039999999999999925
caltech,117,0.04787018255578093,-0.039999999999999925,0.0,0.039999999999999925
caltech,118,0.04827586206896552,-0.05999999999999994,0.0,0.05999999999999994
caltech,119,0.0486815415821501,-0.05999999999999994,0.0,0.05999999999999994
caltech,120,0.049087221095334685,-0.05999999999999994,0.0,0.05999999999999994
caltech,121,0.04949290060851927,-0.05999999999999994,0.0,0.05999999999999994
caltech,122,0.04989858012170385,-0.05999999999999994,0.0,0.05999999999999994
caltech,123,0.05030425963488844,-0.05999999999999994,0.0,0.05999999999999994
caltech,124,0.05070993914807302,-0.05999999999999994,0.0,0.05999999999999994
caltech,125,0.051115618661257606,-0.05999999999999994,0.0,0.05999999999999994
caltech,126,0.05152129817444219,-0.05999999999999994,0.0,0.05999999999999994
caltech,127,0.051926977687626774,-0.05999999999999994,0.0,0.05999999999999994
caltech,128,0.05233265720081136,-0.040000000000000036,0.0,0.040000000000000036
caltech,129,0.05273833671399594,-0.040000000000000036,0.0,0.040000000000000036
caltech,130,0.05314401622718053,-0.040000000000000036,0.0,0.040000000000000036
caltech,131,0.05354969574036511,-0.040000000000000036,0.0,0.040000000000000036
caltech,132,0.053955375253549695,-0.040000000000000036,0.0,0.040000000000000036
caltech,133,0.05436105476673428,-0.040000000000000036,0.0,0.040000000000000036
caltech,134,0.05476673427991886,-0.040000000000000036,0.0,0.040000000000000036
caltech,135,0.05517241379310345,-0.040000000000000036,0.0,0.040000000000000036
caltech,136,0.05557809330628803,-0.040000000000000036,0.0,0.040000000000000036
caltech,137,0.055983772819472616,-0.040000000000000036,0.0,0.040000000000000036
caltech,138,0.0563894523326572,-0.040000000000000036,0.0,0.040000000000000036
caltech,139,0.056795131845841784,-0.040000000000000036,0.0,0.040000000000000036
caltech,140,0.05720081135902637,-0.040000000000000036,0.0,0.040000000000000036
caltech,141,0.05760649087221095,-0.040000000000000036,0.0,0.040000000000000036
caltech,142,0.05801217038539554,-0.040000000000000036,0.0,0.040000000000000036
caltech,143,0.05841784989858012,-0.040000000000000036,0.0,0.040000000000000036
caltech,144,0.058823529411764705,-0.039999999999999925,0.0,0.039999999999999925
caltech,145,0.05922920892494929,-0.020000000000000018,0.0,0.020000000000000018
caltech,146,0.05963488843813387,-0.020000000000000018,0.0,0.020000000000000018
caltech,147,0.06004056795131846,-0.020000000000000018,0.0,0.020000000000000018
caltech,148,0.06044624746450304,-0.020000000000000018,0.0,0.020000000000000018
caltech,149,0.060851926977687626,-0.020000000000000018,0.0,0.020000000000000018
caltech,150,0.06125760649087221,-0.020000000000000018,0.0,0.020000000000000018
caltech,151,0.061663286004056794,-0.020000000000000018,0.0,0.020000000000000018
caltech,152,0.06206896551724138,-0.020000000000000018,0.0,0.020000000000000018
caltech,153,0.06247464503042596,-0.020000000000000018,0.0,0.020000000000000018
caltech,154,0.06288032454361055,-0.020000000000000018,0.0,0.020000000000000018
caltech,155,0.06328600405679513,-0.020000000000000018,0.0,0.020000000000000018
caltech,156,0.06369168356997972,-0.020000000000000018,0.0,0.020000000000000018
caltech,157,0.0640973630831643,-0.020000000000000018,0.0,0.020000000000000018
caltech,158,0.06450304259634888,-0.020000000000000018,0.0,0.020000000000000018
caltech,159,0.06490872210953347,-0.020000000000000018,0.0,0.020000000000000018
caltech,160,0.06531440162271805,-0.020000000000000018,0.0,0.020000000000000018
caltech,161,0.06572008113590264,-0.020000000000000018,0.0,0.020000000000000018
caltech,162,0.06612576064908722,-0.020000000000000018,0.0,0.020000000000000018
caltech,163,0.0665314401622718,-0.020000000000000018,0.0,0.020000000000000018
caltech,164,0.06693711967545639,-0.020000000000000018,0.0,0.020000000000000018
caltech,165,0.06734279918864097,-0.020000000000000018,0.0,0.020000000000000018
caltech,166,0.06774847870182556,-0.020000000000000018,0.0,0.020000000000000018
caltech,167,0.06815415821501014,-0.020000000000000018,0.0,0.020000000000000018
caltech,168,0.06855983772819473,0.0,0.0,0.0
caltech,169,0.06896551724137931,0.0,0.0,0.0
caltech,170,0.0693711967545639,0.0,0.0,0.0
caltech,171,0.06977687626774848,0.0,0.0,0.0
caltech,172,0.07018255578093306,0.0,0.0,0.0
caltech,173,0.07058823529411765,0.0,0.0,0.0
caltech,174,0.07099391480730223,0.0,0.0,0.0
caltech,175,0.07139959432048681,0.0,0.0,0.0
caltech,176,0.0718052738336714,0.0,0.0,0.0
caltech,177,0.07221095334685598,0.0,0.0,0.0
caltech,178,0.07261663286004057,0.0,0.0,0.0
caltech,179,0.07302231237322515,0.0,0.0,0.0
caltech,180,0.07342799188640974,0.0,0.0,0.0
caltech,181,0.07383367139959432,0.0,0.0,0.0
caltech,182,0.0742393509127789,0.0,0.0,0.0
caltech,183,0.07464503042596349,0.0,0.0,0.0
caltech,184,0.07505070993914807,0.0,0.0,0.0
caltech,185,0.07545638945233266,0.0,0.0,0.0
caltech,186,0.07586206896551724,0.0,0.0,0.0
caltech,187,0.07626774847870182,0.0,0.0,0.0
caltech,188,0.07667342799188641,0.0,0.0,0.0
caltech,189,0.07707910750507099,0.0,0.0,0.0
caltech,190,0.07748478701825558,0.0,0.0,0.0
caltech,191,0.07789046653144016,0.0,0.0,0.0
caltech,192,0.07829614604462475,0.0,0.0,0.0
caltech,193,0.07870182555780933,0.0,0.0,0.0
caltech,194,0.07910750507099391,0.0,0.0,0.0
caltech,195,0.0795131845841785,0.0,0.0,0.0
caltech,196,0.07991886409736308,0.0,0.0,0.0
caltech,197,0.08032454361054767,0.0,0.0,0.0
caltech,198,0.08073022312373225,0.0,0.0,0.0
caltech,199,0.08113590263691683,0.0,0.0,0.0
caltech,200,0.08154158215010142,0.0,0.0,0.0
caltech,201,0.081947261663286,0.0,0.0,0.0
caltech,202,0.08235294117647059,0.0,0.0,0.0
caltech,203,0.08275862068965517,0.0,0.0,0.0
caltech,204,0.08316430020283976,0.0,0.0,0.0
caltech,205,0.08356997971602434,0.0,0.0,0.0
caltech,206,0.08397565922920892,0.0,0.0,0.0
caltech,207,0.08438133874239351,0.0,0.0,0.0
caltech,208,0.08478701825557809,0.0,0.0,0.0
caltech,209,0.08519269776876268,0.0,0.0,0.0
caltech,210,0.08559837728194726,0.0,0.0,0.0
caltech,211,0.08600405679513184,0.0,0.0,0.0
caltech,212,0.08640973630831643,0.0,0.0,0.0
caltech,213,0.08681541582150101,0.0,0.0,0.0
caltech,214,0.0872210953346856,0.0,0.0,0.0
