dataset,stream_step,progress_ratio,rolling_tda_vs_clip,rolling_freetta_vs_clip,rolling_freetta_vs_tda
caltech,215,0.08762677484787018,0.0,0.0,0.0
caltech,216,0.08803245436105477,0.0,0.0,0.0
caltech,217,0.08843813387423935,0.0,0.0,0.0
caltech,218,0.08884381338742393,0.0,0.0,0.0
caltech,219,0.08924949290060852,0.0,0.0,0.0
caltech,220,0.0896551724137931,0.0,0.0,0.0
caltech,221,0.09006085192697769,0.0,0.0,0.0
caltech,222,0.09046653144016227,0.0,0.0,0.0
caltech,223,0.09087221095334685,0.0,0.0,0.0
caltech,224,0.09127789046653144,0.0,0.0,0.0
caltech,225,0.09168356997971602,0.0,0.0,0.0
caltech,226,0.09208924949290061,0.0,0.0,0.0
caltech,227,0.09249492900608519,0.0,0.0,0.0
caltech,228,0.09290060851926978,0.0,0.0,0.0
caltech,229,0.09330628803245436,0.0,0.0,0.0
caltech,230,0.09371196754563894,0.0,0.0,0.0
caltech,231,0.09411764705882353,0.0,0.0,0.0
caltech,232,0.09452332657200811,0.0,0.0,0.0
caltech,233,0.0949290060851927,0.0,0.0,0.0
caltech,234,0.09533468559837728,0.0,0.0,0.0
caltech,235,0.09574036511156186,0.0,0.0,0.0
caltech,236,0.09614604462474645,0.0,0.0,0.0
caltech,237,0.09655172413793103,0.0,0.0,0.0
caltech,238,0.09695740365111562,0.0,0.0,0.0
caltech,239,0.0973630831643002,0.0,0.0,0.0
caltech,240,0.09776876267748479,0.0,0.0,0.0
caltech,241,0.09817444219066937,0.0,0.0,0.0
caltech,242,0.09858012170385395,0.0,0.0,0.0
caltech,243,0.09898580121703854,0.0,0.0,0.0
caltech,244,0.09939148073022312,0.0,0.0,0.0
caltech,245,0.0997971602434077,0.0,0.0,0.0
caltech,246,0.10020283975659229,0.0,0.0,0.0
caltech,247,0.10060851926977687,0.0,0.0,0.0
caltech,248,0.10101419878296146,0.0,0.0,0.0
caltech,249,0.10141987829614604,0.0,0.0,0.0
caltech,250,0.10182555780933063,0.0,0.0,0.0
caltech,251,0.10223123732251521,0.0,0.0,0.0
caltech,252,0.1026369168356998,0.0,0.0,0.0
caltech,253,0.10304259634888438,0.0,0.0,0.0
caltech,254,0.10344827586206896,0.0,0.0,0.0
caltech,255,0.10385395537525355,0.0,0.0,0.0
caltech,256,0.10425963488843813,0.0,0.0,0.0
caltech,257,0.10466531440162272,0.0,0.0,0.0
caltech,258,0.1050709939148073,0.0,0.0,0.0
caltech,259,0.10547667342799188,0.0,0.0,0.0
caltech,260,0.10588235294117647,0.0,0.0,0.0
caltech,261,0.10628803245436105,0.0,0.0,0.0
caltech,262,0.10669371196754564,0.0,0.0,0.0
caltech,263,0.10709939148073022,0.0,0.0,0.0
caltech,264,0.1075050709939148,0.0,0.0,0.0
caltech,265,0.10791075050709939,0.0,0.0,0.0
caltech,266,0.10831643002028397,0.0,0.0,0.0
caltech,267,0.10872210953346856,0.0,0.0,0.0
caltech,268,0.10912778904665314,0.0,0.0,0.0
caltech,269,0.10953346855983773,0.0,0.0,0.0
caltech,270,0.10993914807302231,0.0,0.0,0.0
caltech,271,0.1103448275862069,0.0,0.0,0.0
caltech,272,0.11075050709939148,0.0,0.0,0.0
caltech,273,0.11115618661257606,0.0,0.0,0.0
caltech,274,0.11156186612576065,0.0,0.0,0.0
caltech,275,0.11196754563894523,0.0,0.0,0.0
caltech,276,0.11237322515212982,0.0,0.0,0.0
caltech,277,0.1127789046653144,0.0,0.0,0.0
caltech,278,0.11318458417849898,0.0,0.0,0.0
caltech,279,0.11359026369168357,0.0,0.0,0.0
caltech,280,0.11399594320486815,0.0,0.0,0.0
caltech,281,0.11440162271805274,0.0,0.0,0.0
caltech,282,0.11480730223123732,0.0,0.0,0.0
caltech,283,0.1152129817444219,0.0,0.0,0.0
caltech,284,0.11561866125760649,0.0,0.0,0.0
caltech,285,0.11602434077079107,0.0,0.0,0.0
caltech,286,0.11643002028397566,0.0,0.0,0.0
caltech,287,0.11683569979716024,0.0,0.0,0.0
caltech,288,0.11724137931034483,0.0,0.0,0.0
caltech,289,0.11764705882352941,0.0,0.0,0.0
caltech,290,0.118052738336714,0.0,0.0,0.0
caltech,291,0.11845841784989858,0.0,0.0,0.0
caltech,292,0.11886409736308316,0.0,0.0,0.0
caltech,293,0.11926977687626775,0.0,0.0,0.0
caltech,294,0.11967545638945233,0.0,0.0,0.0
caltech,295,0.12008113590263692,0.0,0.0,0.0
caltech,296,0.1204868154158215,0.0,0.0,0.0
caltech,297,0.12089249492900608,0.0,0.0,0.0
caltech,298,0.12129817444219067,0.0,0.0,0.0
caltech,299,0.12170385395537525,0.0,0.0,0.0
caltech,300,0.12210953346855984,0.0,0.0,0.0
caltech,301,0.12251521298174442,0.0,0.0,0.0
caltech,302,0.122920892494929,0.0,0.0,0.0
caltech,303,0.12332657200811359,0.0,0.0,0.0
caltech,304,0.12373225152129817,0.0,0.0,0.0
caltech,305,0.12413793103448276,0.0,0.0,0.0
caltech,306,0.12454361054766734,0.0,0.0,0.0
caltech,307,0.12494929006085193,0.0,0.0,0.0
caltech,308,0.12535496957403652,0.0,0.0,0.0
caltech,309,0.1257606490872211,0.0,0.0,0.0
caltech,310,0.1261663286004057,0.0,0.0,0.0
caltech,311,0.12657200811359026,0.0,0.0,0.0
caltech,312,0.12697768762677486,0.0,0.0,0.0
caltech,313,0.12738336713995943,0.0,0.0,0.0
caltech,314,0.12778904665314403,0.0,0.0,0.0
caltech,315,0.1281947261663286,0.0,0.0,0.0
caltech,316,0.1286004056795132,0.0,0.0,0.0
caltech,317,0.12900608519269777,0.0,0.0,0.0
caltech,318,0.12941176470588237,0.0,0.0,0.0
caltech,319,0.12981744421906694,0.0,0.0,0.0
caltech,320,0.13022312373225153,0.0,0.0,0.0
caltech,321,0.1306288032454361,0.0,0.0,0.0
caltech,322,0.1310344827586207,0.0,0.0,0.0
caltech,323,0.13144016227180527,0.0,0.0,0.0
caltech,324,0.13184584178498987,0.0,0.0,0.0
caltech,325,0.13225152129817444,0.0,0.0,0.0
caltech,326,0.13265720081135904,0.0,0.0,0.0
caltech,327,0.1330628803245436,0.0,0.0,0.0
caltech,328,0.1334685598377282,0.0,0.0,0.0
caltech,329,0.13387423935091278,0.0,0.0,0.0
caltech,330,0.13427991886409738,0.0,0.0,0.0
caltech,331,0.13468559837728195,0.0,0.0,0.0
caltech,332,0.13509127789046654,0.0,0.0,0.0
caltech,333,0.1354969574036511,0.0,0.0,0.0
caltech,334,0.1359026369168357,0.0,0.0,0.0
caltech,335,0.13630831643002028,0.0,0.0,0.0
caltech,336,0.13671399594320488,0.0,0.0,0.0
caltech,337,0.13711967545638945,0.0,0.0,0.0
caltech,338,0.13752535496957405,0.0,0.0,0.0
caltech,339,0.13793103448275862,0.0,0.0,0.0
caltech,340,0.13833671399594322,0.0,0.0,0.0
caltech,341,0.1387423935091278,0.0,0.0,0.0
caltech,342,0.13914807302231239,0.0,0.0,0.0
caltech,343,0.13955375253549696,0.0,0.0,0.0
caltech,344,0.13995943204868155,0.0,0.0,0.0
caltech,345,0.14036511156186612,0.0,0.0,0.0
caltech,346,0.14077079107505072,0.0,0.0,0.0
caltech,347,0.1411764705882353,0.0,0.0,0.0
caltech,348,0.1415821501014199,0.0,0.0,0.0
caltech,349,0.14198782961460446,0.0,0.0,0.0
caltech,350,0.14239350912778906,0.0,0.0,0.0
caltech,351,0.14279918864097363,0.0,0.0,0.0
caltech,352,0.14320486815415823,0.0,0.0,0.0
caltech,353,0.1436105476673428,0.0,0.0,0.0
caltech,354,0.1440162271805274,0.0,0.0,0.0
caltech,355,0.14442190669371197,0.0,0.0,0.0
caltech,356,0.14482758620689656,0.0,0.0,0.0
caltech,357,0.14523326572008113,0.0,0.0,0.0
caltech,358,0.14563894523326573,0.0,0.0,0.0
caltech,359,0.1460446247464503,0.0,0.0,0.0
caltech,360,0.1464503042596349,0.0,0.0,0.0
caltech,361,0.14685598377281947,0.0,0.0,0.0
caltech,362,0.14726166328600407,0.0,0.0,0.0
caltech,363,0.14766734279918864,0.0,0.0,0.0
caltech,364,0.14807302231237324,0.0,0.0,0.0
caltech,365,0.1484787018255578,0.0,0.0,0.0
caltech,366,0.1488843813387424,0.0,0.0,0.0
caltech,367,0.14929006085192698,0.0,0.0,0.0
caltech,368,0.14969574036511157,0.0,0.0,0.0
caltech,369,0.15010141987829614,0.0,0.0,0.0
caltech,370,0.15050709939148074,0.0,0.0,0.0
caltech,371,0.1509127789046653,0.0,0.0,0.0
caltech,372,0.1513184584178499,0.0,0.0,0.0
caltech,373,0.15172413793103448,0.0,0.0,0.0
caltech,374,0.15212981744421908,0.0,0.0,0.0
caltech,375,0.15253549695740365,0.0,0.0,0.0
caltech,376,0.15294117647058825,0.0,0.0,0.0
caltech,377,0.15334685598377282,0.0,0.0,0.0
caltech,378,0.15375253549695742,0.0,0.0,0.0
caltech,379,0.15415821501014199,0.0,0.0,0.0
caltech,380,0.15456389452332658,0.0,0.0,0.0
caltech,381,0.15496957403651115,0.0,0.0,0.0
caltech,382,0.15537525354969575,0.0,0.0,0.0
caltech,383,0.15578093306288032,0.0,0.0,0.0
caltech,384,0.15618661257606492,0.0,0.0,0.0
caltech,385,0.1565922920892495,0.0,0.0,0.0
caltech,386,0.1569979716024341,0.0,0.0,0.0
caltech,387,0.15740365111561866,0.0,0.0,0.0
caltech,388,0.15780933062880326,0.0,0.0,0.0
caltech,389,0.15821501014198783,0.0,0.0,0.0
caltech,390,0.15862068965517243,0.0,0.0,0.0
caltech,391,0.159026369168357,0.0,0.0,0.0
caltech,392,0.1594320486815416,0.0,0.0,0.0
caltech,393,0.15983772819472616,0.0,0.0,0.0
caltech,394,0.16024340770791076,0.0,0.0,0.0
caltech,395,0.16064908722109533,0.0,0.0,0.0
caltech,396,0.16105476673427993,0.0,0.0,0.0
caltech,397,0.1614604462474645,0.0,0.0,0.0
caltech,398,0.1618661257606491,0.0,0.0,0.0
caltech,399,0.16227180527383367,0.0,0.0,0.0
caltech,400,0.16267748478701827,0.0,0.0,0.0
caltech,401,0.16308316430020284,0.0,0.0,0.0
caltech,402,0.16348884381338744,0.0,0.0,0.0
caltech,403,0.163894523326572,0.0,0.0,0.0
caltech,404,0.1643002028397566,0.0,0.0,0.0
caltech,405,0.16470588235294117,0.0,0.0,0.0
caltech,406,0.16511156186612577,0.0,0.0,0.0
caltech,407,0.16551724137931034,0.0,0.0,0.0
caltech,408,0.16592292089249494,0.0,0.0,0.0
caltech,409,0.1663286004056795,0.0,0.0,0.0
caltech,410,0.1667342799188641,0.0,0.0,0.0
caltech,411,0.16713995943204868,0.0,0.0,0.0
caltech,412,0.16754563894523328,0.0,0.0,0.0
caltech,413,0.16795131845841785,0.0,0.0,0.0
caltech,414,0.16835699797160245,0.0,0.0,0.0
caltech,415,0.16876267748478702,0.0,0.0,0.0
caltech,416,0.16916835699797161,0.0,0.0,0.0
caltech,417,0.16957403651115618,0.0,0.0,0.0
caltech,418,0.16997971602434078,0.0,0.0,0.0
caltech,419,0.17038539553752535,0.0,0.0,0.0
caltech,420,0.17079107505070995,0.0,0.0,0.0
caltech,421,0.17119675456389452,0.0,0.0,0.0
caltech,422,0.17160243407707912,0.0,0.0,0.0
caltech,423,0.1720081135902637,0.0,0.0,0.0
caltech,424,0.1724137931034483,0.0,0.0,0.0
caltech,425,0.17281947261663286,0.0,0.0,0.0
caltech,426,0.17322515212981746,0.0,0.0,0.0
caltech,427,0.17363083164300203,0.0,0.0,0.0
caltech,428,0.17403651115618662,0.0,0.0,0.0
caltech,429,0.1744421906693712,0.0,0.0,0.0
caltech,430,0.1748478701825558,0.0,0.0,0.0
caltech,431,0.17525354969574036,0.0,0.0,0.0
caltech,432,0.17565922920892496,0.0,0.0,0.0
caltech,433,0.17606490872210953,0.0,0.0,0.0
caltech,434,0.17647058823529413,0.0,0.0,0.0
caltech,435,0.1768762677484787,0.0,0.0,0.0
caltech,436,0.1772819472616633,0.0,0.0,0.0
caltech,437,0.17768762677484787,0.0,0.0,0.0
caltech,438,0.17809330628803247,0.0,0.0,0.0
caltech,439,0.17849898580121704,0.0,0.0,0.0
caltech,440,0.17890466531440163,0.0,0.0,0.0
caltech,441,0.1793103448275862,0.0,0.0,0.0
caltech,442,0.1797160243407708,0.0,0.0,0.0
caltech,443,0.18012170385395537,0.0,0.0,0.0
caltech,444,0.18052738336713997,0.0,0.0,0.0
caltech,445,0.18093306288032454,0.0,0.0,0.0
caltech,446,0.18133874239350914,0.0,0.0,0.0
caltech,447,0.1817444219066937,0.0,0.0,0.0
caltech,448,0.1821501014198783,0.0,0.0,0.0
caltech,449,0.18255578093306288,0.0,0.0,0.0
caltech,450,0.18296146044624748,0.0,0.0,0.0
caltech,451,0.18336713995943205,0.0,0.0,0.0
caltech,452,0.18377281947261664,0.0,0.0,0.0
caltech,453,0.18417849898580121,0.0,0.0,0.0
caltech,454,0.1845841784989858,0.0,0.0,0.0
caltech,455,0.18498985801217038,0.0,0.0,0.0
caltech,456,0.18539553752535498,0.0,0.0,0.0
caltech,457,0.18580121703853955,0.0,0.0,0.0
caltech,458,0.18620689655172415,0.0,0.0,0.0
caltech,459,0.18661257606490872,0.0,0.0,0.0
caltech,460,0.18701825557809332,0.0,0.0,0.0
caltech,461,0.1874239350912779,0.0,0.0,0.0
